"CODMUNRES","n_nasc_vivos","ANONASC","Cardiopatias","Membros","Neural","Fendas","Microcefalia","nome","latitude","longitude"
"431507",14,2015,0,0,0,0,0,"Porto Vera Cruz",-27.7405,-54.8994
"431510",142,2015,0,0,0,0,0,"Porto Xavier",-27.9082,-55.1379
"431513",21,2015,0,0,0,0,0,"Pouso Novo",-29.1738,-52.2136
"431514",24,2015,0,0,0,0,0,"Presidente Lucena",-29.5175,-51.1798
"431515",52,2015,0,0,0,0,0,"Progresso",-29.2441,-52.3197
"431517",26,2015,0,0,0,0,0,"Protásio Alves",-28.7572,-51.4757
"431520",28,2015,0,0,0,0,0,"Putinga",-29.0045,-52.1569
"431530",266,2015,0,1,0,0,0,"Quaraí",-30.384,-56.4483
"431531",20,2015,0,0,0,0,0,"Quatro Irmãos",-27.8257,-52.4424
"431532",26,2015,0,0,0,0,0,"Quevedos",-29.3504,-54.0789
"431535",42,2015,0,2,0,0,0,"Quinze de Novembro",-28.7466,-53.1011
"431540",204,2015,0,0,0,0,0,"Redentora",-27.664,-53.6407
"431545",13,2015,0,0,0,0,0,"Relvado",-29.1164,-52.0778
"431550",144,2015,0,1,0,0,0,"Restinga Sêca",-29.8188,-53.3807
"431555",23,2015,0,0,1,0,0,"Rio dos Índios",-27.2973,-52.8417
"431560",3060,2015,2,8,2,2,0,"Rio Grande",-32.0349,-52.1071
"431570",425,2015,0,0,0,1,0,"Rio Pardo",-29.988,-52.3711
"431575",46,2015,0,0,0,0,0,"Riozinho",-29.639,-50.4488
"431580",92,2015,0,1,0,0,0,"Roca Sales",-29.2884,-51.8658
"431590",77,2015,0,0,0,0,0,"Rodeio Bonito",-27.4742,-53.1706
"431595",18,2015,0,0,0,0,0,"Rolador",-28.2566,-54.8186
"431600",248,2015,0,0,0,0,0,"Rolante",-29.6462,-50.5819
"431610",113,2015,0,0,0,0,0,"Ronda Alta",-27.7758,-52.8056
"431620",55,2015,0,0,0,0,0,"Rondinha",-27.8315,-52.9081
"431630",59,2015,0,0,0,0,0,"Roque Gonzales",-28.1297,-55.0266
"431640",451,2015,0,1,0,0,0,"Rosário do Sul",-30.2515,-54.9221
"431642",36,2015,0,0,0,0,0,"Sagrada Família",-27.7085,-53.1351
"431643",27,2015,0,0,0,0,0,"Saldanha Marinho",-28.3941,-53.097
"431645",120,2015,0,0,0,1,0,"Salto do Jacuí",-29.0951,-53.2133
"431647",27,2015,0,0,0,0,0,"Salvador das Missões",-28.1233,-54.8373
"431650",87,2015,1,0,0,0,0,"Salvador do Sul",-29.4386,-51.5077
"431660",165,2015,0,1,0,0,0,"Sananduva",-27.947,-51.8079
"431670",121,2015,0,0,0,0,0,"Santa Bárbara do Sul",-28.3653,-53.251
"431673",19,2015,0,0,0,0,0,"Santa Cecília do Sul",-28.1609,-51.9279
"431675",85,2015,0,0,0,1,0,"Santa Clara do Sul",-29.4747,-52.0843
"431680",1715,2015,6,2,1,7,0,"Santa Cruz do Sul",-29.722,-52.4343
"431690",3666,2015,1,13,3,2,1,"Santa Maria",-29.6868,-53.8149
"431695",52,2015,0,0,0,0,0,"Santa Maria do Herval",-29.4902,-50.9919
"431697",30,2015,0,0,0,0,0,"Santa Margarida do Sul",-30.3393,-54.0817
"431700",57,2015,0,0,0,0,0,"Santana da Boa Vista",-30.8697,-53.11
"431710",1193,2015,0,1,0,0,0,"Sant'Ana do Livramento",-30.8773,-55.5392
"431720",1013,2015,3,1,0,1,0,"Santa Rosa",-27.8702,-54.4796
"431725",8,2015,0,0,0,0,0,"Santa Tereza",-29.1655,-51.7351
"431730",442,2015,0,1,0,0,0,"Santa Vitória do Palmar",-33.525,-53.3717
"431740",560,2015,0,0,0,0,0,"Santiago",-29.1897,-54.8666
"431750",973,2015,0,1,0,0,0,"Santo Ângelo",-28.3001,-54.2668
"431755",16,2015,0,0,0,0,0,"Santo Antônio do Palma",-28.4956,-52.0267
"431760",500,2015,2,2,0,0,0,"Santo Antônio da Patrulha",-29.8268,-50.5175
"431770",97,2015,0,0,0,0,0,"Santo Antônio das Missões",-28.514,-55.2251
"431775",34,2015,0,1,0,0,0,"Santo Antônio do Planalto",-28.403,-52.6992
"431780",220,2015,0,1,0,0,0,"Santo Augusto",-27.8526,-53.7776
"431790",145,2015,0,0,0,0,0,"Santo Cristo",-27.8263,-54.662
"431795",21,2015,0,0,0,0,0,"Santo Expedito do Sul",-27.9074,-51.6434
"431800",806,2015,0,5,0,0,0,"São Borja",-28.6578,-56.0036
"431805",22,2015,0,0,0,0,0,"São Domingos do Sul",-28.5312,-51.886
"431810",196,2015,0,1,1,0,0,"São Francisco de Assis",-29.5547,-55.1253
"431820",274,2015,0,0,0,0,0,"São Francisco de Paula",-29.4404,-50.5828
"431830",812,2015,0,2,0,1,0,"São Gabriel",-30.3337,-54.3217
"431840",302,2015,1,1,0,0,0,"São Jerônimo",-29.9716,-51.7251
"431842",33,2015,0,0,0,0,0,"São João da Urtiga",-27.8195,-51.8257
"431843",20,2015,0,1,0,0,0,"São João do Polêsine",-29.6194,-53.4439
"431844",26,2015,0,0,0,0,0,"São Jorge",-28.4984,-51.7064
"431845",26,2015,0,0,0,0,0,"São José das Missões",-27.7789,-53.1226
"431846",22,2015,0,0,0,0,0,"São José do Herval",-29.052,-52.295
"431848",43,2015,0,0,0,0,0,"São José do Hortêncio",-29.528,-51.245
"431849",22,2015,0,0,0,0,0,"São José do Inhacorá",-27.7251,-54.1275
"431850",303,2015,1,0,0,0,0,"São José do Norte",-32.0151,-52.0331
"431860",85,2015,0,0,0,0,0,"São José do Ouro",-27.7707,-51.5966
"431861",22,2015,0,0,0,0,0,"São José do Sul",-29.5448,-51.4821
"431862",58,2015,0,0,0,0,0,"São José dos Ausentes",-28.7476,-50.0677
"431870",3109,2015,0,3,0,0,0,"São Leopoldo",-29.7545,-51.1498
"431880",430,2015,0,1,0,2,0,"São Lourenço do Sul",-31.3564,-51.9715
"431890",493,2015,0,3,0,0,0,"São Luiz Gonzaga",-28.412,-54.9559
"431900",260,2015,0,0,1,1,0,"São Marcos",-28.9677,-51.0696
"431910",62,2015,0,0,0,0,0,"São Martinho",-27.7112,-53.9699
"431912",29,2015,0,0,0,0,0,"São Martinho da Serra",-29.5397,-53.859
"431915",106,2015,0,0,0,0,0,"São Miguel das Missões",-28.556,-54.5559
"431920",56,2015,0,0,0,0,0,"São Nicolau",-28.1834,-55.2654
"431930",41,2015,0,0,0,0,0,"São Paulo das Missões",-28.0195,-54.9404
"431935",35,2015,0,0,0,0,0,"São Pedro da Serra",-29.4193,-51.5134
"431936",22,2015,0,0,0,0,0,"São Pedro das Missões",-27.7706,-53.2513
"431937",24,2015,0,0,0,0,0,"São Pedro do Butiá",-28.1243,-54.8926
"431940",162,2015,1,0,0,0,0,"São Pedro do Sul",-29.6202,-54.1855
"431950",354,2015,1,1,1,0,0,"São Sebastião do Caí",-29.5885,-51.3749
"431960",261,2015,0,0,0,0,0,"São Sepé",-30.1643,-53.5603
"431970",42,2015,0,0,0,0,0,"São Valentim",-27.5583,-52.5237
"431971",22,2015,0,0,0,0,0,"São Valentim do Sul",-29.0451,-51.7684
"431973",32,2015,0,0,0,0,0,"São Valério do Sul",-27.7906,-53.9368
"431975",25,2015,1,0,0,0,0,"São Vendelino",-29.3729,-51.3675
"431980",101,2015,0,0,0,0,0,"São Vicente do Sul",-29.6882,-54.6826
"431990",1213,2015,1,2,0,2,0,"Sapiranga",-29.6349,-51.0064
"432000",2057,2015,5,7,0,2,0,"Sapucaia do Sul",-29.8276,-51.145
"432010",312,2015,0,1,0,0,0,"Sarandi",-27.942,-52.9231
"432020",156,2015,1,1,1,0,0,"Seberi",-27.4829,-53.4026
"432023",31,2015,0,0,0,0,0,"Sede Nova",-27.6367,-53.9493
"432026",79,2015,0,0,0,0,0,"Segredo",-29.3523,-52.9767
"432030",51,2015,0,0,0,0,0,"Selbach",-28.6294,-52.9498
"432032",28,2015,0,0,0,0,0,"Senador Salgado Filho",-28.025,-54.5507
"432035",52,2015,0,1,0,0,0,"Sentinela do Sul",-30.6107,-51.5862
"432040",208,2015,0,1,1,0,0,"Serafina Corrêa",-28.7126,-51.9352
"432045",16,2015,0,0,0,0,0,"Sério",-29.3904,-52.2685
"432050",50,2015,0,1,0,0,0,"Sertão",-27.9798,-52.2588
"432055",56,2015,0,1,0,0,0,"Sertão Santana",-30.4562,-51.6017
"432057",21,2015,0,0,0,0,0,"Sete de Setembro",-28.1362,-54.4637
"432060",35,2015,0,0,0,0,0,"Severiano de Almeida",-27.4362,-52.1217
"432065",21,2015,0,0,0,0,0,"Silveira Martins",-29.6467,-53.591
"432067",81,2015,0,0,0,0,0,"Sinimbu",-29.5357,-52.5304
"432070",206,2015,0,0,0,0,0,"Sobradinho",-29.4194,-53.0326
"432080",368,2015,0,0,1,2,0,"Soledade",-28.8306,-52.5131
"432085",56,2015,0,0,0,0,0,"Tabaí",-29.643,-51.6823
"432090",359,2015,0,1,0,0,0,"Tapejara",-28.0652,-52.0097
"432100",125,2015,0,0,0,1,0,"Tapera",-28.6277,-52.8613
"432110",182,2015,0,1,0,0,0,"Tapes",-30.6683,-51.3991
"432120",752,2015,0,1,0,0,0,"Taquara",-29.6505,-50.7753
"432130",332,2015,0,1,0,0,0,"Taquari",-29.7943,-51.8653
"432132",23,2015,0,0,0,0,0,"Taquaruçu do Sul",-27.4005,-53.4702
"432135",49,2015,0,0,0,0,0,"Tavares",-31.2843,-51.088
"432140",251,2015,0,0,0,0,0,"Tenente Portela",-27.3711,-53.7585
"432143",125,2015,0,0,0,0,0,"Terra de Areia",-29.5782,-50.0644
"432145",420,2015,0,3,0,2,1,"Teutônia",-29.4482,-51.8044
"432146",27,2015,0,0,0,0,0,"Tio Hugo",-28.5712,-52.5955
"432147",58,2015,0,0,0,0,0,"Tiradentes do Sul",-27.4022,-54.0814
"432149",18,2015,0,0,0,0,0,"Toropi",-29.4782,-54.2244
"432150",572,2015,1,2,0,1,0,"Torres",-29.3334,-49.7333
"432160",831,2015,1,1,0,0,0,"Tramandaí",-29.9841,-50.1322
"432162",16,2015,0,0,0,0,0,"Travesseiro",-29.2977,-52.0532
"432163",10,2015,0,0,0,0,0,"Três Arroios",-27.5003,-52.1448
"432166",134,2015,0,0,0,0,0,"Três Cachoeiras",-29.4487,-49.9275
"432170",328,2015,0,2,0,0,0,"Três Coroas",-29.5137,-50.7739
"432180",268,2015,0,0,0,0,0,"Três de Maio",-27.78,-54.2357
"432183",35,2015,0,0,0,0,0,"Três Forquilhas",-29.5384,-50.0708
"432185",59,2015,0,0,0,0,0,"Três Palmeiras",-27.6139,-52.8437
"432190",312,2015,0,0,0,0,0,"Três Passos",-27.4555,-53.9296
"432195",84,2015,0,0,0,0,0,"Trindade do Sul",-27.5239,-52.8956
"432200",361,2015,2,1,0,1,0,"Triunfo",-29.9291,-51.7075
"432210",51,2015,0,0,0,0,0,"Tucunduva",-27.6573,-54.4439
"432215",51,2015,0,0,0,0,0,"Tunas",-29.1039,-52.9538
"432218",7,2015,0,0,0,0,0,"Tupanci do Sul",-27.9241,-51.5383
"432220",299,2015,1,1,0,2,0,"Tupanciretã",-29.0858,-53.8445
"432225",51,2015,0,0,0,0,0,"Tupandi",-29.4772,-51.4174
"432230",66,2015,0,0,0,0,0,"Tuparendi",-27.7598,-54.4814
"432232",48,2015,0,1,0,0,0,"Turuçu",-31.4173,-52.1706
"432234",20,2015,0,0,0,0,0,"Ubiretama",-28.0404,-54.686
"432235",4,2015,0,0,0,0,0,"União da Serra",-28.7833,-52.0238
"432237",25,2015,0,0,0,1,0,"Unistalda",-29.04,-55.1517
"432240",1954,2015,1,3,0,2,0,"Uruguaiana",-29.7614,-57.0853
"432250",1075,2015,0,0,0,0,0,"Vacaria",-28.5079,-50.9418
"432252",35,2015,0,0,0,0,0,"Vale Verde",-29.7864,-52.1857
"432253",106,2015,0,0,0,1,0,"Vale do Sol",-29.5967,-52.6839
"432254",68,2015,0,1,0,0,0,"Vale Real",-29.3919,-51.2559
"432255",18,2015,0,0,0,0,0,"Vanini",-28.4758,-51.8447
"432260",815,2015,3,0,0,0,0,"Venâncio Aires",-29.6143,-52.1932
"432270",284,2015,1,2,0,0,0,"Vera Cruz",-29.7184,-52.5152
"432280",258,2015,0,1,0,1,0,"Veranópolis",-28.9312,-51.5516
"432285",11,2015,0,0,0,0,0,"Vespasiano Corrêa",-29.0655,-51.8625
"432290",36,2015,0,0,0,0,0,"Viadutos",-27.5716,-52.0211
"432300",3489,2015,0,7,2,2,0,"Viamão",-30.0819,-51.0194
"432310",64,2015,0,1,0,0,0,"Vicente Dutra",-27.1607,-53.4022
"432320",26,2015,0,0,0,0,0,"Victor Graeff",-28.5632,-52.7495
"432330",36,2015,0,0,0,0,0,"Vila Flores",-28.8598,-51.5504
"432335",22,2015,0,0,0,0,0,"Vila Lângaro",-28.1062,-52.1438
"432340",41,2015,0,0,0,0,0,"Vila Maria",-28.5359,-52.1486
"432345",27,2015,0,0,0,0,0,"Vila Nova do Sul",-30.3461,-53.876
"432350",26,2015,0,0,0,0,0,"Vista Alegre",-27.3686,-53.4919
"432360",10,2015,0,0,0,0,0,"Vista Alegre do Prata",-28.8052,-51.7947
"432370",31,2015,0,0,0,0,0,"Vista Gaúcha",-27.2902,-53.6974
"432375",39,2015,0,0,0,0,0,"Vitória das Missões",-28.3516,-54.504
"432377",33,2015,0,0,0,0,0,"Westfália",-29.4263,-51.7645
"432380",215,2015,0,0,0,0,0,"Xangri-lá",-29.8065,-50.0519
"430003",49,2016,0,0,0,0,0,"Aceguá",-31.8665,-54.1615
"430005",43,2016,0,0,0,0,0,"Água Santa",-28.1672,-52.031
"430010",165,2016,0,1,0,0,0,"Agudo",-29.6447,-53.2515
"430020",78,2016,0,0,0,0,0,"Ajuricaba",-28.2342,-53.7757
"430030",57,2016,0,0,0,0,0,"Alecrim",-27.6579,-54.7649
"430040",858,2016,0,4,0,0,0,"Alegrete",-29.7902,-55.7949
"430045",38,2016,0,1,0,0,0,"Alegria",-27.8345,-54.0557
"430047",22,2016,0,0,0,0,0,"Almirante Tamandaré do Sul",-28.1149,-52.9142
"430050",72,2016,0,0,0,0,0,"Alpestre",-27.2502,-53.0341
"430055",15,2016,0,0,0,0,0,"Alto Alegre",-28.7769,-52.9893
"430057",32,2016,1,0,0,0,0,"Alto Feliz",-29.3919,-51.3123
"430060",3330,2016,5,17,1,4,1,"Alvorada",-29.9914,-51.0809
"430063",55,2016,0,0,0,0,0,"Amaral Ferrador",-30.8756,-52.2509
"430064",69,2016,0,0,0,0,0,"Ametista do Sul",-27.3607,-53.183
"430066",11,2016,0,0,0,0,0,"André da Rocha",-28.6283,-51.5797
"430070",59,2016,0,0,0,0,0,"Anta Gorda",-28.9698,-52.0102
"430080",137,2016,0,0,0,0,0,"Antônio Prado",-28.8565,-51.2883
"430085",42,2016,0,0,0,0,0,"Arambaré",-30.9092,-51.5046
"430087",95,2016,0,0,0,0,0,"Araricá",-29.6168,-50.9291
"430090",46,2016,0,0,0,0,0,"Aratiba",-27.3978,-52.2975
"430100",257,2016,0,1,0,0,0,"Arroio do Meio",-29.4014,-51.9557
"430105",113,2016,1,1,1,0,0,"Arroio do Sal",-29.5439,-49.8895
"430107",19,2016,0,0,0,0,0,"Arroio do Padre",-31.4389,-52.4246
"430110",175,2016,1,1,0,0,0,"Arroio dos Ratos",-30.0875,-51.7275
"430120",138,2016,1,0,0,0,0,"Arroio do Tigre",-29.3348,-53.0966
"430130",219,2016,1,0,0,0,0,"Arroio Grande",-32.2327,-53.0862
"430140",117,2016,1,0,0,1,0,"Arvorezinha",-28.8737,-52.1781
"430150",71,2016,0,0,0,0,0,"Augusto Pestana",-28.5172,-53.9883
"430155",25,2016,0,1,0,0,0,"Áurea",-27.6936,-52.0505
"430160",1619,2016,0,4,0,1,0,"Bagé",-31.3297,-54.0999
"430163",143,2016,0,0,0,0,0,"Balneário Pinhal",-30.2419,-50.2337
"430165",52,2016,0,0,0,0,0,"Barão",-29.3725,-51.4949
"430170",104,2016,0,0,0,0,0,"Barão de Cotegipe",-27.6208,-52.3798
"430175",61,2016,0,0,0,0,0,"Barão do Triunfo",-30.3891,-51.7384
"430180",39,2016,0,0,0,0,0,"Barracão",-27.6739,-51.4585
"430185",44,2016,0,0,0,0,1,"Barra do Guarita",-27.1927,-53.7109
"430187",48,2016,0,0,0,0,0,"Barra do Quaraí",-30.2029,-57.5497
"430190",160,2016,0,0,0,0,0,"Barra do Ribeiro",-30.2939,-51.3014
"430192",6,2016,0,0,0,0,0,"Barra do Rio Azul",-27.4069,-52.4084
"430195",34,2016,0,0,0,0,0,"Barra Funda",-27.9205,-53.0391
"430200",99,2016,0,1,0,0,0,"Barros Cassal",-29.0947,-52.5836
"430205",40,2016,0,1,0,0,0,"Benjamin Constant do Sul",-27.5086,-52.5995
"430210",1483,2016,3,3,0,0,0,"Bento Gonçalves",-29.1662,-51.5165
"430215",24,2016,0,0,0,0,0,"Boa Vista das Missões",-27.6671,-53.3102
"430220",65,2016,0,1,0,0,0,"Boa Vista do Buricá",-27.6693,-54.1082
"430222",21,2016,0,0,0,0,0,"Boa Vista do Cadeado",-28.5791,-53.8108
"430223",16,2016,0,0,0,0,0,"Boa Vista do Incra",-28.8185,-53.391
"430225",21,2016,0,0,0,0,0,"Boa Vista do Sul",-29.3544,-51.6687
"430230",160,2016,0,1,0,0,0,"Bom Jesus",-28.6697,-50.4295
"430235",166,2016,0,0,0,0,0,"Bom Princípio",-29.4856,-51.3548
"430237",23,2016,0,0,0,0,0,"Bom Progresso",-27.5399,-53.8716
"430240",147,2016,0,0,1,1,0,"Bom Retiro do Sul",-29.6071,-51.9456
"430245",76,2016,0,0,0,0,0,"Boqueirão do Leão",-29.3046,-52.4284
"430250",61,2016,0,0,0,0,0,"Bossoroca",-28.7291,-54.9035
"430258",27,2016,0,0,0,0,0,"Bozano",-28.3659,-53.772
"430260",34,2016,0,0,1,0,0,"Braga",-27.6173,-53.7405
"430265",41,2016,0,0,0,0,0,"Brochier",-29.5501,-51.5945
"430270",269,2016,0,3,0,0,0,"Butiá",-30.1179,-51.9601
"430280",382,2016,0,1,1,0,0,"Caçapava do Sul",-30.5144,-53.4827
"430290",117,2016,0,0,0,0,0,"Cacequi",-29.8883,-54.822
"430300",989,2016,0,4,0,1,0,"Cachoeira do Sul",-30.033,-52.8928
"430310",1933,2016,1,2,0,1,0,"Cachoeirinha",-29.9472,-51.1016
"430320",46,2016,0,0,0,0,0,"Cacique Doble",-27.767,-51.6597
"430330",46,2016,0,0,0,0,0,"Caibaté",-28.2905,-54.6454
"430340",24,2016,0,0,0,0,0,"Caiçara",-27.2791,-53.4257
"430350",821,2016,0,4,0,1,0,"Camaquã",-30.8489,-51.8043
"430355",26,2016,0,0,0,0,0,"Camargo",-28.588,-52.2003
"430360",64,2016,0,0,0,0,0,"Cambará do Sul",-29.0474,-50.1465
"430367",22,2016,0,0,0,0,0,"Campestre da Serra",-28.7926,-51.0941
"430370",58,2016,0,0,0,0,0,"Campina das Missões",-27.9888,-54.8416
"430380",54,2016,0,0,0,0,0,"Campinas do Sul",-27.7174,-52.6248
"430390",851,2016,2,3,0,1,0,"Campo Bom",-29.6747,-51.0606
"430400",78,2016,0,0,0,0,0,"Campo Novo",-27.6792,-53.8052
"430410",39,2016,0,0,0,0,0,"Campos Borges",-28.8871,-53.0008
"430420",366,2016,0,0,0,0,0,"Candelária",-29.6684,-52.7895
"430430",47,2016,0,0,0,0,0,"Cândido Godói",-27.9515,-54.7517
"430435",130,2016,0,0,0,0,0,"Candiota",-31.5516,-53.6773
"430440",622,2016,1,1,0,0,0,"Canela",-29.356,-50.8119
"430450",522,2016,0,1,0,0,0,"Canguçu",-31.396,-52.6783
"430460",5205,2016,4,8,1,5,0,"Canoas",-29.9128,-51.1857
"430461",4,2016,0,0,0,0,0,"Canudos do Vale",-29.3271,-52.2374
"430462",21,2016,0,1,0,0,0,"Capão Bonito do Sul",-28.1254,-51.3961
"430463",923,2016,0,0,0,0,0,"Capão da Canoa",-29.7642,-50.0282
"430465",42,2016,0,0,0,0,0,"Capão do Cipó",-28.9312,-54.5558
"430466",341,2016,0,1,1,0,0,"Capão do Leão",-31.7565,-52.4889
"430467",47,2016,0,0,0,0,0,"Capivari do Sul",-30.1383,-50.5152
"430468",121,2016,0,0,0,0,0,"Capela de Santana",-29.6961,-51.328
"430469",49,2016,0,1,0,0,0,"Capitão",-29.2674,-51.9853
"430470",829,2016,1,1,0,1,0,"Carazinho",-28.2958,-52.7933
"430471",44,2016,0,0,0,0,0,"Caraá",-29.7869,-50.4316
"430480",342,2016,1,1,0,0,0,"Carlos Barbosa",-29.2969,-51.5028
"430485",10,2016,0,0,0,0,0,"Carlos Gomes",-27.7167,-51.9121
"430490",92,2016,0,0,0,0,0,"Casca",-28.5605,-51.9815
"430495",15,2016,0,0,0,0,0,"Caseiros",-28.2582,-51.6861
"430500",86,2016,0,0,0,1,0,"Catuípe",-28.2554,-54.0132
"430510",6076,2016,5,13,4,6,0,"Caxias do Sul",-29.1629,-51.1792
"430511",15,2016,0,0,0,0,0,"Centenário",-27.7615,-51.9984
"430512",39,2016,0,0,0,0,0,"Cerrito",-31.8419,-52.8004
"430513",23,2016,0,0,0,0,0,"Cerro Branco",-29.657,-52.9406
"430515",23,2016,0,0,0,0,0,"Cerro Grande",-27.6106,-53.1672
"430517",128,2016,0,0,0,0,0,"Cerro Grande do Sul",-30.5905,-51.7418
"430520",141,2016,0,0,0,0,0,"Cerro Largo",-28.1463,-54.7428
"430530",77,2016,0,0,0,0,0,"Chapada",-28.0559,-53.0665
"430535",379,2016,0,3,0,1,0,"Charqueadas",-29.9625,-51.6289
"430537",15,2016,0,0,0,0,0,"Charrua",-27.9493,-52.015
"430540",48,2016,0,0,0,0,0,"Chiapetta",-27.923,-53.9419
"430543",38,2016,0,0,0,0,0,"Chuí",-33.6866,-53.4594
"430544",50,2016,0,0,0,0,0,"Chuvisca",-30.7504,-51.9737
"430545",176,2016,0,1,0,0,0,"Cidreira",-30.1604,-50.2337
"430550",39,2016,0,0,0,0,0,"Ciríaco",-28.3419,-51.8741
"430558",26,2016,0,0,0,0,0,"Colinas",-29.3948,-51.8556
"430560",24,2016,0,1,0,1,0,"Colorado",-28.5258,-52.9928
"430570",83,2016,0,0,0,0,0,"Condor",-28.2075,-53.4905
"430580",113,2016,0,0,0,0,0,"Constantina",-27.732,-52.9938
"430583",7,2016,0,0,0,0,0,"Coqueiro Baixo",-29.1802,-52.0942
"430585",21,2016,0,0,0,0,0,"Coqueiros do Sul",-28.1194,-52.7842
"430587",27,2016,0,0,0,0,0,"Coronel Barros",-28.3921,-54.0686
"430590",90,2016,0,0,0,1,0,"Coronel Bicaco",-27.7197,-53.7022
"430593",5,2016,0,0,0,0,0,"Coronel Pilar",-29.2695,-51.6847
"430595",28,2016,0,0,0,0,0,"Cotiporã",-28.9891,-51.6971
"430597",46,2016,0,0,0,0,0,"Coxilha",-28.128,-52.3023
"430600",145,2016,0,0,1,0,0,"Crissiumal",-27.4999,-54.0994
"430605",91,2016,0,1,0,1,0,"Cristal",-31.0046,-52.0436
"430607",24,2016,1,0,0,0,0,"Cristal do Sul",-27.452,-53.2422
"430610",851,2016,0,3,0,0,0,"Cruz Alta",-28.645,-53.6048
"430613",13,2016,0,0,0,0,0,"Cruzaltense",-27.6672,-52.6522
"430620",143,2016,0,0,0,0,0,"Cruzeiro do Sul",-29.5148,-51.9928
"430630",50,2016,0,0,0,0,0,"David Canabarro",-28.3849,-51.8482
"430632",26,2016,0,0,0,0,0,"Derrubadas",-27.2642,-53.8645
"430635",23,2016,0,0,0,0,0,"Dezesseis de Novembro",-28.219,-55.0617
"430637",27,2016,0,0,0,0,0,"Dilermando de Aguiar",-29.7054,-54.2122
"430640",405,2016,0,1,0,0,0,"Dois Irmãos",-29.5836,-51.0898
"430642",28,2016,0,0,0,0,0,"Dois Irmãos das Missões",-27.6621,-53.5304
"430645",28,2016,0,0,0,0,0,"Dois Lajeados",-28.983,-51.8396
"430650",138,2016,0,0,0,0,0,"Dom Feliciano",-30.7004,-52.1026
"430655",21,2016,0,0,0,0,0,"Dom Pedro de Alcântara",-29.3639,-49.853
"430660",443,2016,0,0,0,1,0,"Dom Pedrito",-30.9756,-54.6694
"430670",38,2016,0,0,0,0,0,"Dona Francisca",-29.6195,-53.3617
"430673",39,2016,0,0,0,0,0,"Doutor Maurício Cardoso",-27.5103,-54.3577
"430675",14,2016,0,0,0,0,0,"Doutor Ricardo",-29.084,-51.9972
"430676",578,2016,0,0,0,0,0,"Eldorado do Sul",-30.0847,-51.6187
"430680",264,2016,0,0,0,0,0,"Encantado",-29.2351,-51.8703
"430690",296,2016,1,0,0,0,0,"Encruzilhada do Sul",-30.543,-52.5204
"430692",25,2016,0,0,0,0,0,"Engenho Velho",-27.706,-52.9145
"430693",100,2016,0,0,0,0,0,"Entre-Ijuís",-28.3686,-54.2686
"430695",30,2016,0,0,1,0,0,"Entre Rios do Sul",-27.5298,-52.7347
"430697",41,2016,0,0,0,0,0,"Erebango",-27.8544,-52.3005
"430700",1321,2016,1,8,0,1,0,"Erechim",-27.6364,-52.2697
"430705",32,2016,0,0,0,0,0,"Ernestina",-28.4977,-52.5836
"430710",68,2016,0,0,0,0,0,"Herval",-32.024,-53.3944
"430720",51,2016,1,0,0,0,0,"Erval Grande",-27.3926,-52.574
"430730",91,2016,0,0,0,0,0,"Erval Seco",-27.5443,-53.5005
"430740",33,2016,0,0,0,0,0,"Esmeralda",-28.0518,-51.1933
"430745",27,2016,0,0,0,0,0,"Esperança do Sul",-27.3603,-53.9891
"430750",185,2016,0,0,0,0,0,"Espumoso",-28.7286,-52.8461
"430755",67,2016,0,0,0,0,0,"Estação",-27.9135,-52.2635
"430760",651,2016,1,1,1,0,2,"Estância Velha",-29.6535,-51.1843
"430770",1086,2016,2,4,1,0,0,"Esteio",-29.852,-51.1841
"430780",413,2016,1,3,0,1,0,"Estrela",-29.5002,-51.9495
"430781",33,2016,0,0,0,0,0,"Estrela Velha",-29.1713,-53.1639
"430783",20,2016,0,0,0,0,0,"Eugênio de Castro",-28.5315,-54.1506
"430786",23,2016,0,0,0,0,0,"Fagundes Varela",-28.8794,-51.7014
"430790",811,2016,0,4,0,0,0,"Farroupilha",-29.2227,-51.3419
"430800",63,2016,0,0,0,0,0,"Faxinal do Soturno",-29.5788,-53.4484
"430805",15,2016,0,0,0,0,0,"Faxinalzinho",-27.4238,-52.6789
"430807",61,2016,0,0,1,0,0,"Fazenda Vilanova",-29.5885,-51.8217
"430810",151,2016,0,0,0,0,0,"Feliz",-29.4527,-51.3032
"430820",350,2016,0,0,0,1,0,"Flores da Cunha",-29.0261,-51.1875
"430825",17,2016,0,0,0,0,0,"Floriano Peixoto",-27.8614,-52.0838
"430830",97,2016,1,0,0,0,0,"Fontoura Xavier",-28.9817,-52.3445
"430840",73,2016,0,0,0,0,0,"Formigueiro",-30.0035,-53.4959
"430843",22,2016,0,0,0,0,0,"Forquetinha",-29.3828,-52.0981
"430845",49,2016,0,0,0,0,0,"Fortaleza dos Valos",-28.7986,-53.2249
"430850",397,2016,1,1,0,2,1,"Frederico Westphalen",-27.3586,-53.3958
"430860",417,2016,0,1,0,0,0,"Garibaldi",-29.259,-51.5352
"430865",18,2016,0,0,0,0,0,"Garruchos",-28.1944,-55.6383
"430870",52,2016,0,0,0,0,0,"Gaurama",-27.5856,-52.0915
"430880",82,2016,0,0,0,0,0,"General Câmara",-29.9032,-51.7612
"430885",34,2016,0,0,0,0,0,"Gentil",-28.4316,-52.0337
"430890",210,2016,1,1,0,0,0,"Getúlio Vargas",-27.8911,-52.2294
